nom,time,T1,T2,frequency,anharmonicity,readout_error,prob_meas0_prep1,prob_meas1_prep0,readout_length
ibm_fez,2025-11-17_11:53:07,6.133207194117906e-05,5.209484152707793e-05,,,0.010986328125,0.01953125,0.00244140625,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00022766468200599352,0.00031681942863066707,,,0.0186767578125,0.025390625,0.011962890625,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00013198566783132818,0.00011759790210590601,,,0.00390625,0.004150390625,0.003662109375,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00026761835169594197,0.0002525198904851026,,,0.0181884765625,0.0185546875,0.017822265625,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00019148690434386638,0.00015242022031049568,,,0.006103515625,0.010009765625,0.002197265625,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.0001835906978892959,0.0001694110313712631,,,0.00732421875,0.009033203125,0.005615234375,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00016526007585068307,0.0001272579830815731,,,0.0089111328125,0.008544921875,0.00927734375,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.0001630810278803168,4.2582430921541004e-05,,,0.0211181640625,0.032958984375,0.00927734375,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00014872550860535209,3.082296807394219e-05,,,0.0057373046875,0.009765625,0.001708984375,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.0002716003169056665,3.0233765402296353e-05,,,0.0123291015625,0.01513671875,0.009521484375,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.000168070189031902,0.00011244759182662208,,,0.0059814453125,0.00439453125,0.00537109375,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00021021091138270174,8.655173234445292e-05,,,0.01708984375,0.0185546875,0.015625,1.56e-06
ibm_fez,2025-11-17_11:53:07,7.519027596401689e-05,7.15142948709351e-05,,,0.0208740234375,0.028564453125,0.01318359375,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.000288411642316801,0.0001978032584127375,,,0.02197265625,0.013671875,0.0302734375,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.0002044269913813824,6.662695260519137e-05,,,0.0072021484375,0.005859375,0.008544921875,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.0003037976693494033,0.000189924826218188,,,0.015625,0.01953125,0.01171875,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00018354590005221027,0.00015087087834414318,,,0.00439453125,0.008544921875,0.000244140625,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.0001503458449853155,9.889911629403122e-05,,,0.00732421875,0.00927734375,0.00537109375,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00016710055076360112,8.088983760811318e-05,,,0.0078125,0.01171875,0.00390625,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00019536287152004876,0.0001497901859359194,,,0.0076904296875,0.009521484375,0.005859375,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00011749777046668927,0.00015843201407269623,,,0.0078125,0.010986328125,0.004638671875,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00019178604232061576,0.00015248779884093506,,,0.0108642578125,0.019775390625,0.001953125,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00015168378146475245,8.76611126977421e-05,,,0.006103515625,0.0107421875,0.00146484375,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00018528955702412365,0.0001639693911323105,,,0.0067138671875,0.00830078125,0.005126953125,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00012996256934696892,0.00016718012913485145,,,0.009033203125,0.0126953125,0.00537109375,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00011614040025291895,8.013165294921353e-05,,,0.0111083984375,0.012939453125,0.00927734375,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00012998113984656276,9.571329328353823e-05,,,0.008056640625,0.01171875,0.00439453125,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00014048938220236344,0.0001563563431113564,,,0.0091552734375,0.015625,0.00244140625,1.56e-06
ibm_fez,2025-11-17_11:53:07,7.630847989642993e-05,7.87994156455645e-05,,,0.0079345703125,0.013916015625,0.001953125,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00018878100844495728,5.71552991015183e-05,,,0.012939453125,0.017333984375,0.008544921875,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.0001294429375077336,0.00010716938804804474,,,0.0069580078125,0.009765625,0.004150390625,1.56e-06
ibm_fez,2025-11-17_11:53:07,5.5373872558176896e-05,4.1980166110135624e-05,,,0.01708984375,0.026611328125,0.007568359375,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00017251328070015215,0.00017017270525090906,,,0.0289306640625,0.0302734375,0.027587890625,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00012618310795097187,0.00013062137368336413,,,0.0146484375,0.02001953125,0.00927734375,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00017232308812590604,7.292961285375323e-05,,,0.0101318359375,0.010986328125,0.00927734375,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.0001966308473356184,4.6388580735558916e-05,,,0.0142822265625,0.019775390625,0.0087890625,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00012350976634306388,0.00011218829521450077,,,0.009521484375,0.010986328125,0.008056640625,1.56e-06
ibm_fez,2025-11-17_11:53:07,0.00016300208907366067,0.00020204600998194054,,,0.0093994140625,0.012939453125,0.005859375,1.56e-06
